Course,Chapter,Topic,Course_hour,Chap_hour,Top_hour,
ProgAbstractions, Introduction & Java Comparison, Similarity between C++ & Java,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, #include Statements,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, Global Declarations (constant),107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, Declaring a Function Prototype,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, The main() Function,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, C++ User Defined Data Types,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Intro & Java Comparison, C++ Parameters Passing,107.5,4.134615384615385,0.5906593406593407
ProgAbstractions, Strings and Console, C++ Libraries,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Strings and Console, C++ String Type & Operations on String,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Strings and Console, C++ Console I/O,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Streams & Classes, C++ File I/O,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Streams & Classes, Stream Operations,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Streams & Classes, Error Function,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Streams & Classes, Class Libraries OO Features & Why OO is So Successful,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Streams & Classes, Container Classes & Template Containers,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Vector + Grid + Stack + Queue, Vector Class & Interface,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Type-safety in Templates,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Grid Class & Interface,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Stack Class & Interface,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Queue Class & Interface,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Nested Templates,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, Learning a New API,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Vector + Grid + Stack + Queue, ProgAbstractions Library Documentation,107.5,4.134615384615385,0.5168269230769231
ProgAbstractions, Map + Iterator + Set, More Containers,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Map + Iterator + Set, Map Class & Interface,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Map + Iterator + Set, Iterator Operation Through the Map,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Map + Iterator + Set, Set Class & Interface,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Map + Iterator + Set, Set Higher-level Operations & Why Set is Different,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Callbacks + Nested Data, Seeing Functions as Data: Plot Functions,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Callbacks + Nested Data, Back to the Set,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Callbacks + Nested Data, Client Callback Function,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Callbacks + Nested Data, Review of the Classes,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Callbacks + Nested Data, Using Nested Abstract Data Types,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Callbacks + Nested Data, Recursion,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Common Mistakes: 'I'terator,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Common Mistakes: Concatenating Strings,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Solving Problems Recursively,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Functional Recursion,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Recursion & Efficiency,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion, Binary Search,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Recursion & Hanois, Thinking Recursively,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Recursion & Hanois, Procedural vs Functional Recursion,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Recursion & Hanois, Fractal Code,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Recursion & Hanois, Hanois Towers : Classic Recursion Example,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Recursion & Hanois, Permutations,107.5,4.134615384615385,0.8269230769230769
ProgAbstractions, Permutation + Subset + Backtrack, Subsets,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Permutation + Subset + Backtrack, Exhaustive Recursion,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Permutation + Subset + Backtrack, Recursive Backtracking,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Backtracking & Pointers, Backtracking Pseudocode & Examples,107.5,4.134615384615385,2.0673076923076925
ProgAbstractions, Backtracking & Pointers, Introduction to Pointers,107.5,4.134615384615385,2.0673076923076925
ProgAbstractions, Linked List + Pointers, Pointer Basics,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List + Pointers, Recursive Data,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List + Pointers, Linked Lists,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List vs Array, More on Linked Lists using recursion,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List vs Array, Passing Pointers by Reference,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List vs Array, Array vs Linked List,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Algorithm Analysis, Algorithm Analysis,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Algorithm Analysis, Big-O,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Algorithm Analysis, Analysis of Recursive Algorithms,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Algorithm Analysis, Selection Sort,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Sort Algorithms, Selection Sort,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Sort Algorithms, Insertion Sort,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Sort Algorithms, Merge Sort,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Sort Algorithms, Quick Sort,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Quicksort & Templates, Quick Sort,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Quicksort & Templates, Quicksort vs Merge Sort,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Quicksort & Templates, Template Instantiation,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Object Orientated, Sort Template with Callback,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Why Object Oriented Programming,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Class Division,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated," Class Interface in "".h"" File",107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Storage for Objects,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Accessing Members of a Class,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Class & Member Function Implementation,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated," Maintaining Object Consistency",107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Constructors & Destructors of a Class,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Object Orientated, Idea of Encapsulation,107.5,4.134615384615385,0.41346153846153844
ProgAbstractions, Abstract Data Types, Abstract Data Types,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Abstract Data Types, Why Abstract Data Types?,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Abstract Data Types, Growing Dynamically: Making Space at Runtime,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Abstract Data Types, Templatizing the Class Created,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Templating & Memory, Rules of Template Implementation,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Templating & Memory, InsertAt Function,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Templating & Memory, Consequences of Contiguous Memory Being a Disadvantage,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Linked List + Queue Implementation, Linked List Implementation for Stack,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Linked List + Queue Implementation, Analyzing Push/pop Functions,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Linked List + Queue Implementation, Queue Implementation,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Linked List + Queue Implementation, Buffered Class Interface,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Buffer Class + Map Implementation, Buffer: Vector vs Stack,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Buffer as Linked List,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Cursor Design,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Use of Dummy Cell,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Linked List Insert/delete,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Linked List Cursor Movement,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Doubly Linked List,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Implementing Map,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Buffer Class + Map Implementation, Map as Vector,107.5,4.134615384615385,0.4594017094017094
ProgAbstractions, Trees + Syntax, Binary Search Trees,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Trees + Syntax, Trees in General,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Trees + Syntax, Implementing Map as Tree,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Trees + Syntax, Important Syntactical Advice,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Pathfinder & Graphs, Pathfinder Demo,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Pathfinder & Graphs, Graphs in C++,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Pathfinder & Graphs, Nodes and Arcs in C++,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Pathfinder & Graphs, Depth First Search,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Pathfinder & Graphs, Breadth First Search,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Pathfinder & Graphs, Graph Search Algorithms,107.5,4.134615384615385,0.6891025641025641
ProgAbstractions, Hashtable + Set Implementation, Compare Map Implementations,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Hashtable + Set Implementation, Hashtable Idea,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Hashtable + Set Implementation, Hashing Generic Types,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Hashtable + Set Implementation, Implementing Set,107.5,4.134615384615385,1.0336538461538463
ProgAbstractions, Acyclical Word Graph, Lexicon Case Study: Sorted Vector,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Acyclical Word Graph, DAWG: Directed Acyclic Word Graph,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Acyclical Word Graph, Lexicon as DAWG,107.5,4.134615384615385,1.3782051282051282
ProgAbstractions, Design Programming, Thinking About Design,107.5,4.134615384615385,4.134615384615385
ProgAbstractions, Guest Lecture C++, Guest Lecturer: About the C++ Language,107.5,4.134615384615385,4.134615384615385
Visualisation, Design Principle Lecture, Cognition Limitation,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Tufte Principles,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Graphical Integrity,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Scale Distortion and Lie factor,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Data-Ink-Ratio and Chart-Junk,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Data-Density,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Layering and Separation,128.5,6.425,0.803125
Visualisation, Design Principle Lecture, Subjective,128.5,6.425,0.803125
Visualisation, Front End Lab, Github,128.5,6.425,0.5840909090909091
Visualisation, Front End Lab, HTML,128.5,6.425,0.5840909090909091
Visualisation, Front End Lab, CSS,128.5,6.425,0.5840909090909091
Visualisation, Front End Lab, Javascript,128.5,6.425,0.5840909090909091
Visualisation, Front End Lab, SVG,128.5,6.425,0.5840909090909091
Visualisation, D3 Lecture, Javascript functions,128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, Javascript 'bake-in-state',128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, Selection D3,128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, data D3,128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, enter and exit D3,128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, transition D3,128.5,6.425,0.9178571428571428
Visualisation, D3 Lecture, nested examples and further D3,128.5,6.425,0.9178571428571428
Visualisation, D3 Data Models and Variables, Data types,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Quantitative types,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Entity,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Data model & conceptual model,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Visual variables,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Position,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Size,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Length,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Shape,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Color,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Graph perception,128.5,6.425,0.5354166666666667
Visualisation, D3 Data Models and Variables, Effective visual variables rank,128.5,6.425,0.5354166666666667
Visualisation, D3 Basic Lab, Loading Data D3,128.5,6.425,1.60625
Visualisation, D3 Basic Lab, Selectors D3,128.5,6.425,1.60625
Visualisation, D3 Basic Lab, Drawing with Data D3,128.5,6.425,1.60625
Visualisation, Interaction Lecture, Shneiderman mantra,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Focus + Context,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Brishing & linking,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Filtering,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Zooming,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Animation,128.5,6.425,0.9178571428571428
Visualisation, Interaction Lecture, Off-the-desktop-interaction,128.5,6.425,0.9178571428571428
Visualisation, Networks & Process Lecture, Network Layouts,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Force-directed,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Clustered,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Radial,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Matrix,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Tree Layouts,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Radial trees,128.5,6.425,0.803125
Visualisation, Networks & Process Lecture, Segmentation plots,128.5,6.425,0.803125
Visualisation, D3 Transition & Interaction Lab, Transitions D3,128.5,6.425,1.0708333333333333
Visualisation, D3 Transition & Interaction Lab, Interactions D3,128.5,6.425,1.0708333333333333
Visualisation, D3 Transition & Interaction Lab, Scale & Axis D3,128.5,6.425,1.0708333333333333
Visualisation, Process & Graphs Lecture, Target - explore domain-pose questions-find & clean data,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Translate - formulate analysis,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Design - design encodings,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Implement - code sketches,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Validate - effective,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Visualisation Taxonomy,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - comparison,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - trend over time,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - proportions,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - distributions,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - correlations,128.5,6.425,0.5354166666666667
Visualisation, Process & Graphs Lecture, Chart Starter - overplotting,128.5,6.425,0.5354166666666667
Visualisation, D3 Layouts Lab, D3 Layouts,128.5,6.425,1.60625
Visualisation, High Dimensional Data Lecture, Geometric methods,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Data Reduction,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Pixel based methods,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Clustering,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Heterogenous data sets & stratification,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Dimensionality reduction,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Multi-dimensional scaling,128.5,6.425,0.49423076923076925
Visualisation, High Dimensional Data Lecture, Glyphs,128.5,6.425,0.49423076923076925
Visualisation, Text Visualisation Lecture, Text as abstraction,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Typeography,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Visualisation of text,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Visualisation of collections,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Bag of words,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Text corpora & language,128.5,6.425,0.9178571428571428
Visualisation, Text Visualisation Lecture, Time evolution text,128.5,6.425,0.9178571428571428
Visualisation, Scraping & JQuery lab, Web scraping,128.5,6.425,1.0708333333333333
